Trial Number,Trial Phase,Time,Position X,Position Y,Position Z
1,1,49.15976,0.1236574,-0.5449376,0.3356258
1,1,49.27027,0.1203979,-0.4951218,0.3541735
1,1,49.51949,0.1151387,-0.5143086,0.3419971
1,1,49.62796,0.102589,-0.5514755,0.3320545
1,1,49.73687,0.08143499,-0.6910871,0.2591917
1,1,49.83699,0.08114406,-0.8948971,0.1259062
1,1,49.9371,0.1041318,-0.9001507,0.1044393
1,1,50.0392,0.1466166,-0.8928225,0.06662208
1,1,50.14043,0.1591444,-0.8949958,0.03145218
1,1,50.24204,0.123872,-0.8810595,0.02555579
1,1,50.35281,-0.01706263,-0.8821276,-0.01807719
1,1,50.46405,-0.2441207,-0.9516363,-0.05823299
1,1,50.57508,-0.4027176,-0.9537128,-0.07161033
1,1,50.67516,-0.4197589,-0.952373,-0.1426348
1,1,50.78616,-0.3615334,-0.9485586,-0.3072068
1,1,50.88617,-0.1686815,-0.9436265,-0.4518517
1,1,50.98619,0.1851208,-0.9402164,-0.4595098
1,1,51.09736,0.3944237,-0.9245848,-0.4341642
1,1,51.20859,0.3769211,-0.9255437,-0.4478539
1,1,51.31944,0.2899641,-0.9309555,-0.6286207
1,1,51.41947,0.2459098,-0.924421,-0.8739163
1,1,51.5305,0.2897235,-0.9254974,-1.01697
1,1,51.63064,0.52275,-0.9235245,-1.007286
1,1,51.74154,0.8842974,-0.9216785,-0.9495748
1,1,51.84172,0.9831964,-0.8836145,-0.9224291
1,1,51.95283,1.008867,-0.8655634,-0.9139799
1,1,52.06392,0.8962086,-0.9152963,-0.9015184
1,1,52.17498,0.9174148,-0.9175363,-0.7397612
1,1,52.2752,0.9714082,-0.9254936,-0.3876371
1,1,52.38609,0.954939,-0.9581306,-0.2580177
1,1,52.48612,1.205548,-0.942644,-0.2143648
1,1,52.58617,1.521513,-0.9351037,-0.2091836
1,1,52.69714,1.540943,-0.9292727,-0.3897213
1,1,52.79718,1.438566,-0.9532705,-0.6395486
