Participant ID,Trial Number,Response,Correctness, Start Timestamp, End Timestamp
2,73,left,true,2023-09-18 11:49:15.640,2023-09-18 11:49:22.985
2,74,left,true,2023-09-18 11:49:40.021,2023-09-18 11:49:47.005
2,75,left,true,2023-09-18 11:50:04.042,2023-09-18 11:50:07.616
2,76,right,true,2023-09-18 11:53:52.438,2023-09-18 11:54:00.911
2,77,right,true,2023-09-18 11:54:17.948,2023-09-18 11:54:24.476
2,78,right,true,2023-09-18 11:54:41.512,2023-09-18 11:54:47.686
2,79,right,true,2023-09-18 11:55:04.715,2023-09-18 11:55:11.152
2,80,left,true,2023-09-18 11:55:28.186,2023-09-18 11:55:33.527
2,81,right,true,2023-09-18 11:55:50.563,2023-09-18 11:56:00.348
2,82,right,true,2023-09-18 11:56:17.384,2023-09-18 11:56:23.358
2,83,left,true,2023-09-18 11:56:40.394,2023-09-18 11:56:42.578
2,84,right,true,2023-09-18 11:56:59.617,2023-09-18 11:57:05.133
2,85,right,true,2023-09-18 11:57:22.170,2023-09-18 11:57:29.653
2,86,left,true,2023-09-18 11:57:46.690,2023-09-18 11:57:59.896
2,87,left,true,2023-09-18 11:58:16.931,2023-09-18 11:58:29.372
2,88,left,false,2023-09-18 11:58:46.407,2023-09-18 11:59:00.369
2,89,right,true,2023-09-18 11:59:17.405,2023-09-18 11:59:28.234
2,90,left,false,2023-09-18 11:59:45.270,2023-09-18 11:59:57.477
