Participant ID,Trial Number,Response,Correctness, Start Timestamp, End Timestamp
22,73,left,true,2023-09-14 11:45:13.302,2023-09-14 11:45:28.910
22,74,left,false,2023-09-14 11:45:45.946,2023-09-14 11:45:58.706
22,75,left,false,2023-09-14 11:46:15.752,2023-09-14 11:46:24.038
22,76,left,true,2023-09-14 11:49:08.243,2023-09-14 11:49:20.772
22,77,right,true,2023-09-14 11:49:37.816,2023-09-14 11:49:51.601
22,78,left,false,2023-09-14 11:50:08.648,2023-09-14 11:50:19.280
22,79,left,false,2023-09-14 11:50:36.325,2023-09-14 11:50:44.598
22,80,left,true,2023-09-14 11:51:01.645,2023-09-14 11:51:09.752
22,81,right,true,2023-09-14 11:51:26.798,2023-09-14 11:51:37.794
22,82,right,true,2023-09-14 11:51:54.843,2023-09-14 11:52:01.748
22,83,left,true,2023-09-14 11:52:18.795,2023-09-14 11:52:27.602
22,84,left,true,2023-09-14 11:52:44.637,2023-09-14 11:52:49.178
22,85,left,true,2023-09-14 11:53:06.226,2023-09-14 11:53:15.509
22,86,right,true,2023-09-14 11:53:32.556,2023-09-14 11:53:42.331
22,87,left,false,2023-09-14 11:53:59.376,2023-09-14 11:54:07.939
22,88,right,true,2023-09-14 11:54:24.986,2023-09-14 11:54:32.960
22,89,right,true,2023-09-14 11:54:50.006,2023-09-14 11:54:57.737
22,90,right,false,2023-09-14 11:55:14.783,2023-09-14 11:55:22.822
