Trial Number,Trial Phase,Time,Position X,Position Y,Position Z
1,1,75.06396,0.6389412,0.8727757,-0.7679148
1,1,75.16405,0.6368021,0.8735773,-0.7672438
1,1,75.27542,0.6367139,0.8727757,-0.7680085
1,1,75.38654,0.6322594,0.855076,-0.7690921
1,1,75.48884,0.4632212,0.2150208,-0.7280845
1,1,75.59067,0.3500234,-0.7759982,-0.5520254
1,1,75.69137,0.2719493,-0.7414303,-0.4516441
1,1,75.80238,0.2594185,-0.7487036,-0.4062507
1,1,75.90247,0.2911808,-0.8068436,-0.2798732
1,1,76.00247,0.2208521,-0.8154576,-0.1788102
1,1,76.11345,-0.0003117621,-0.7915778,-0.3337796
1,1,76.22472,0.02043447,-0.7635121,-0.4980972
1,1,76.32477,0.2757597,-0.75775,-0.4999076
1,1,76.43568,0.4403514,-0.8244446,-0.5395038
1,1,76.53591,0.5220246,-0.820576,-0.614619
1,1,76.6468,0.5413342,-0.8234229,-0.6707433
1,1,76.74684,0.7071671,-0.8213216,-0.6395062
1,1,76.85818,1.242823,-0.8197572,-0.5922737
1,1,76.96911,1.37952,-0.7701994,-0.5918041
1,1,77.08018,1.27893,-0.8221744,-0.617065
1,1,77.18031,1.032889,-0.819067,-0.6218107
1,1,77.2913,0.9890019,-0.8191515,-0.5641139
1,1,77.40246,1.139328,-0.8132455,-0.3711
1,1,77.5136,1.145429,-0.8110682,-0.2733389
1,1,77.62459,1.223624,-0.8038917,-0.115553
1,1,77.73572,1.576471,-0.7947849,-0.05712211
1,1,77.83579,1.899206,-0.7811539,-0.02368519
1,1,77.94678,1.874296,-0.7895762,-0.04400352
1,1,78.04679,1.622442,-0.7940485,-0.06839126
1,1,78.14697,1.1367,-0.8004426,-0.1647424
1,1,78.25792,1.074837,-0.8132797,-0.4151792
1,1,78.35794,1.115104,-0.8185799,-0.641997
1,1,78.45834,0.7621485,-0.816233,-0.664098
1,1,78.5689,0.363219,-0.7880937,-0.5557231
1,1,78.66904,0.415637,-0.8081994,-0.1748543
1,1,78.78014,0.5424196,-0.7906722,0.03402966
1,1,78.89107,0.315607,-0.7979687,0.03014082
1,1,79.00227,-0.07545814,-0.8066736,0.05224228
1,1,79.11333,-0.1452942,-0.7980506,0.2756893
1,1,79.22437,0.01921839,-0.7858871,0.5523309
1,1,79.32441,0.03225675,-0.7839023,0.5834018
1,1,79.43548,0.1655309,-0.7692686,0.5825401
