Participant ID,Trial Number,Response,Correctness, Start Timestamp, End Timestamp
16,1,left,false,2023-10-05 10:46:50.035,2023-10-05 10:46:55.959
16,2,left,false,2023-10-05 10:47:12.999,2023-10-05 10:47:21.999
16,3,left,true,2023-10-05 10:47:39.042,2023-10-05 10:47:49.118
16,4,left,false,2023-10-05 10:48:06.151,2023-10-05 10:48:19.030
16,5,right,false,2023-10-05 10:48:36.071,2023-10-05 10:48:47.739
16,6,right,false,2023-10-05 10:49:04.780,2023-10-05 10:49:13.525
16,7,left,false,2023-10-05 10:49:30.568,2023-10-05 10:49:41.090
16,8,right,false,2023-10-05 10:49:58.134,2023-10-05 10:50:05.078
16,9,left,true,2023-10-05 10:50:22.119,2023-10-05 10:50:29.620
16,10,right,false,2023-10-05 10:50:46.664,2023-10-05 10:50:53.553
16,11,left,true,2023-10-05 10:51:10.595,2023-10-05 10:51:16.750
16,12,right,true,2023-10-05 10:51:33.782,2023-10-05 10:51:42.893
16,13,left,true,2023-10-05 10:51:59.936,2023-10-05 10:52:07.669
16,14,right,false,2023-10-05 10:52:24.711,2023-10-05 10:52:33.823
16,15,right,true,2023-10-05 10:52:50.865,2023-10-05 10:52:58.388
16,16,left,true,2023-10-05 10:55:04.414,2023-10-05 10:55:13.058
16,17,left,true,2023-10-05 10:55:30.100,2023-10-05 10:55:36.434
16,18,right,true,2023-10-05 10:55:53.476,2023-10-05 10:56:01.999
16,19,left,true,2023-10-05 10:56:19.042,2023-10-05 10:56:29.174
16,20,right,false,2023-10-05 10:56:46.217,2023-10-05 10:56:52.817
16,21,right,true,2023-10-05 10:57:09.860,2023-10-05 10:57:21.405
16,22,left,false,2023-10-05 10:57:38.447,2023-10-05 10:57:45.592
16,23,right,true,2023-10-05 10:58:02.626,2023-10-05 10:58:11.647
16,24,left,false,2023-10-05 10:58:28.690,2023-10-05 10:58:37.456
16,25,right,false,2023-10-05 10:58:54.498,2023-10-05 10:58:59.887
16,26,right,true,2023-10-05 10:59:16.932,2023-10-05 10:59:25.484
16,27,left,false,2023-10-05 10:59:42.517,2023-10-05 10:59:52.306
16,28,left,true,2023-10-05 11:00:09.350,2023-10-05 11:00:17.450
16,29,right,false,2023-10-05 11:00:34.493,2023-10-05 11:00:43.537
